,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Day,Month,Year,Hour,Minute,Total Consumption
39267,0.2,0.048,240.43,0.8,30,12,2008,9,55,0.0
39268,0.23,0.074,242.74,1.0,14,7,2009,23,9,0.0
39269,0.346,0.08,243.25,1.4,11,4,2008,3,33,2.0
39270,2.264,0.118,238.87,9.4,4,11,2009,19,2,19.0
39271,0.214,0.108,241.12,1.0,7,12,2007,18,14,1.0
39272,2.136,0.324,240.85,9.2,9,4,2010,7,2,20.0
39273,0.27,0.068,244.07,1.2,10,9,2009,1,25,2.0
39274,1.674,0.278,241.63,7.0,30,12,2007,13,25,20.0
39275,0.152,0.122,242.65,0.8,14,8,2008,23,41,1.0
39276,0.322,0.102,239.13,1.4,9,6,2008,14,3,2.0
39277,0.216,0.0,242.81,0.8,12,1,2007,7,10,0.0
39278,1.92,0.162,244.88,7.8,1,3,2010,16,43,19.0
39279,0.26,0.0,242.7,1.0,5,5,2008,4,9,0.0
39280,1.746,0.1,243.05,7.2,4,4,2008,9,36,20.0
39281,2.514,0.222,245.75,10.6,1,2,2009,15,46,18.0
39282,0.266,0.0,243.71,1.2,17,11,2007,7,2,0.0
39283,0.244,0.0,243.51,1.0,26,10,2009,3,1,1.0
39284,0.23,0.0,241.55,1.0,20,3,2007,17,18,0.0
39285,0.22,0.0,244.66,1.0,14,3,2009,4,54,0.0
39286,1.374,0.076,241.32,5.6,4,9,2010,17,32,20.0
39287,0.274,0.116,243.97,1.2,7,5,2010,19,1,1.0
39288,3.368,0.07,245.37,13.6,2,2,2010,6,40,19.0
39289,0.328,0.1,240.93,1.4,5,1,2008,5,21,2.0
39290,0.326,0.106,245.66,1.4,18,12,2008,6,3,0.0
39291,0.396,0.236,242.93,1.8,18,6,2010,23,14,1.0
39292,0.218,0.0,238.42,0.8,3,1,2007,19,54,0.0
39293,1.626,0.0,237.64,6.8,5,2,2009,8,24,18.0
39294,0.126,0.0,237.94,0.6,25,7,2007,22,24,0.0
39295,0.872,0.096,238.59,3.6,3,1,2008,21,16,5.0
39296,3.13,0.138,239.61,13.6,17,9,2010,14,53,45.0
39297,3.014,0.458,237.08,12.8,16,5,2008,13,26,20.0
39298,0.244,0.106,241.08,1.0,27,6,2010,17,9,0.0
39299,4.54,0.0,232.66,19.4,3,2,2008,11,17,71.0
39300,1.43,0.0,239.85,6.0,23,3,2009,9,48,17.0
39301,1.27,0.094,243.2,5.2,17,5,2009,22,37,1.0
39302,1.41,0.098,241.29,5.8,10,12,2008,15,0,18.0
39303,0.982,0.088,237.71,4.0,20,1,2007,10,18,1.0
39304,0.452,0.0,239.66,1.8,14,10,2008,15,2,0.0
39305,0.434,0.242,246.99,2.0,21,10,2010,14,7,1.0
39306,0.212,0.0,244.05,0.8,15,1,2009,3,26,0.0
39307,0.654,0.106,248.72,2.6,14,12,2009,15,20,2.0
39308,0.53,0.298,237.11,2.6,5,2,2007,19,38,2.0
39309,4.318,0.254,240.17,18.0,13,2,2010,12,47,57.0
39310,1.3,0.048,239.21,5.4,6,7,2007,22,50,18.0
39311,0.398,0.24,240.02,1.8,29,6,2009,14,35,2.0
39312,2.166,0.0,243.13,8.8,4,5,2007,22,31,19.0
39313,2.056,0.124,239.64,8.6,16,11,2007,20,50,1.0
39314,4.876,0.27,235.16,20.6,17,11,2010,20,2,54.0
39315,1.506,0.21,243.66,6.2,12,10,2009,14,22,19.0
39316,0.322,0.094,245.81,1.4,1,3,2009,0,14,0.0
39317,0.666,0.062,240.86,2.8,29,4,2010,5,16,1.0
39318,3.02,0.26,236.52,12.8,14,9,2008,20,59,20.0
39319,1.546,0.054,243.46,6.2,3,10,2009,15,9,18.0
39320,1.192,0.0,240.41,4.8,30,9,2009,10,10,18.0
39321,1.484,0.158,238.13,6.2,9,2,2009,20,27,1.0
39322,0.426,0.082,241.78,1.8,16,3,2008,1,32,1.0
39323,1.816,0.3,245.59,7.4,18,11,2007,12,45,19.0
39324,0.208,0.1,239.71,1.0,30,6,2008,8,51,1.0
39325,1.37,0.0,241.79,5.6,12,3,2009,11,48,18.0
39326,1.696,0.0,242.17,7.0,14,2,2009,22,35,20.0
39327,0.306,0.0,246.9,1.2,1,4,2010,0,18,1.0
39328,0.778,0.0,240.06,3.2,26,4,2010,16,3,2.0
39329,4.91,0.366,237.08,20.6,11,5,2008,13,27,57.0
39330,0.42,0.192,241.89,2.0,30,5,2010,14,36,0.0
39331,0.328,0.13,243.46,1.4,12,7,2007,4,39,0.0
39332,1.566,0.056,238.14,6.6,15,5,2009,9,35,18.0
39333,0.432,0.134,237.77,2.2,6,12,2007,11,25,1.0
39334,1.614,0.186,242.96,6.6,19,5,2010,23,30,21.0
39335,1.298,0.0,238.82,5.4,10,10,2008,14,49,18.0
39336,0.234,0.0,242.09,1.0,21,5,2008,18,26,1.0
39337,0.218,0.13,243.78,1.0,8,5,2009,15,27,1.0
39338,1.014,0.0,240.78,4.2,22,6,2010,23,24,0.0
39339,2.906,0.446,238.25,13.2,22,8,2009,17,8,36.0
39340,0.218,0.0,244.27,0.8,19,3,2009,1,18,0.0
39341,0.13,0.0,242.15,0.6,13,7,2009,17,55,0.0
39342,0.442,0.29,242.21,2.2,29,8,2009,10,52,3.0
39343,0.446,0.128,242.21,2.2,28,4,2010,14,4,3.0
39344,3.59,0.5,238.42,15.8,8,10,2009,22,36,30.0
39345,0.4,0.216,247.06,1.8,2,1,2009,23,59,0.0
39346,0.332,0.134,239.52,1.4,19,1,2007,4,40,0.0
39347,1.612,0.098,238.0,6.8,10,2,2007,13,32,19.0
39348,0.608,0.118,237.91,2.6,3,1,2008,7,3,0.0
39349,0.416,0.216,240.86,1.8,24,4,2008,2,23,0.0
39350,2.296,0.0,239.36,9.6,20,2,2007,5,40,0.0
39351,0.732,0.346,244.08,3.6,4,6,2010,23,54,4.0
39352,0.434,0.33,240.54,2.2,15,6,2010,2,5,1.0
39353,0.226,0.088,239.77,1.0,31,7,2010,8,21,1.0
39354,0.43,0.236,245.65,2.0,11,11,2010,5,29,2.0
39355,1.982,0.0,243.75,8.0,31,1,2009,13,47,23.0
39356,1.322,0.202,241.4,5.4,5,7,2009,22,21,12.0
39357,1.178,0.062,233.42,5.0,11,7,2010,17,27,2.0
39358,0.374,0.212,241.41,1.8,4,10,2007,14,30,2.0
39359,0.782,0.142,242.41,3.4,19,12,2006,7,1,0.0
39360,6.842,0.524,229.67,30.2,22,1,2008,13,39,77.0
39361,0.108,0.0,240.56,0.4,22,8,2007,12,49,0.0
39362,2.818,0.346,239.4,11.8,29,10,2008,1,59,20.0
39363,0.26,0.072,241.82,1.0,9,6,2010,1,57,1.0
39364,2.116,0.132,236.0,9.0,19,1,2007,8,16,19.0
39365,0.216,0.0,242.43,0.8,28,2,2008,16,50,0.0
39366,0.428,0.238,248.37,2.0,2,9,2009,3,5,1.0
39367,0.256,0.0,239.99,1.2,29,5,2010,11,44,0.0
39368,2.128,0.0,241.05,8.8,1,6,2009,6,58,18.0
39369,0.32,0.054,242.79,1.4,18,11,2010,23,55,1.0
39370,2.108,0.074,239.33,9.4,2,10,2009,8,57,17.0
39371,2.488,0.096,237.7,10.4,27,2,2009,21,24,18.0
39372,0.398,0.23,242.64,1.8,17,1,2010,7,0,3.0
39373,0.388,0.204,245.98,1.8,15,1,2009,15,1,0.0
39374,0.312,0.106,245.88,1.2,25,3,2009,2,25,1.0
39375,1.606,0.204,245.97,6.6,26,3,2009,23,18,18.0
39376,0.234,0.088,237.65,1.2,28,6,2007,8,33,0.0
39377,0.308,0.066,242.62,1.2,19,2,2009,0,16,0.0
39378,2.768,0.208,238.11,11.8,9,2,2009,6,55,18.0
39379,0.182,0.0,244.12,0.8,9,1,2007,0,7,0.0
39380,1.512,0.192,237.63,6.4,30,4,2009,12,12,20.0
39381,0.416,0.23,244.09,2.0,26,1,2009,2,37,2.0
39382,1.838,0.318,239.36,7.8,22,3,2008,11,38,18.0
39383,0.24,0.0,243.99,1.0,22,3,2010,23,13,1.0
39384,0.154,0.0,242.73,0.6,26,9,2008,2,59,1.0
39385,0.402,0.19,235.06,1.8,16,5,2007,16,18,0.0
39386,0.224,0.086,242.03,1.0,30,7,2009,14,11,1.0
39387,0.614,0.254,241.49,2.8,6,7,2010,19,46,3.0
39388,1.598,0.2,241.55,6.6,14,6,2010,7,1,19.0
39389,0.204,0.0,237.93,1.0,14,5,2007,4,42,0.0
39390,0.318,0.27,243.18,1.6,26,7,2009,1,21,1.0
39391,0.47,0.23,247.48,2.0,11,12,2008,23,29,1.0
39392,2.854,0.218,240.49,11.8,6,1,2008,22,19,20.0
39393,0.19,0.0,242.63,0.8,9,1,2009,14,58,1.0
39394,0.338,0.09,244.73,1.4,21,10,2010,10,55,2.0
39395,0.632,0.284,240.15,2.8,14,10,2009,14,55,2.0
39396,0.302,0.238,240.49,1.6,25,7,2009,1,54,1.0
39397,1.412,0.048,237.91,5.8,28,5,2010,11,10,18.0
39398,1.678,0.064,238.65,7.0,16,3,2010,21,34,0.0
39399,5.198,0.08,235.87,22.0,11,5,2008,21,37,53.0
39400,2.112,0.128,236.77,10.0,11,11,2010,12,23,28.0
39401,0.7,0.0,237.33,3.0,27,7,2007,18,21,0.0
39402,1.556,0.174,241.41,6.4,3,5,2009,12,19,19.0
39403,0.114,0.068,241.44,0.6,8,9,2008,23,0,1.0
39404,0.296,0.216,241.73,1.6,18,4,2007,15,44,0.0
39405,1.66,0.112,239.69,6.8,4,12,2008,9,57,19.0
39406,0.122,0.0,240.0,0.6,9,6,2007,16,5,0.0
39407,0.356,0.252,242.13,1.8,20,7,2010,3,52,0.0
39408,0.33,0.0,249.03,1.2,16,12,2009,22,15,1.0
39409,0.456,0.0,241.79,2.2,4,8,2009,13,13,0.0
39410,0.44,0.134,239.32,1.8,7,9,2008,9,43,1.0
39411,5.97,0.33,235.69,25.2,14,12,2007,12,10,90.0
39412,2.424,0.048,240.22,10.0,28,11,2007,7,15,18.0
39413,1.192,0.0,239.36,5.0,19,6,2009,10,14,18.0
39414,1.506,0.248,244.77,6.2,24,12,2007,0,23,19.0
39415,0.41,0.24,245.17,1.8,31,10,2009,0,51,1.0
39416,6.328,0.432,234.11,27.0,27,12,2009,20,39,74.0
39417,0.212,0.126,242.54,1.0,8,3,2009,13,14,3.0
39418,1.356,0.238,240.52,5.6,9,4,2007,0,13,20.0
39419,0.314,0.072,241.55,1.2,16,4,2010,15,40,2.0
39420,0.55,0.172,242.97,2.4,10,6,2010,13,38,1.0
39421,1.414,0.066,241.34,5.8,31,3,2009,13,11,18.0
39422,0.574,0.218,230.2,2.6,5,7,2007,11,24,1.0
39423,1.474,0.122,242.35,6.0,4,8,2008,14,53,18.0
39425,0.416,0.344,240.85,2.2,8,4,2010,5,49,2.0
39426,1.672,0.072,239.91,6.8,28,11,2008,18,47,0.0
39427,0.278,0.072,240.26,1.2,31,10,2007,8,10,0.0
39428,0.386,0.182,242.48,1.6,12,6,2008,1,24,0.0
39429,0.382,0.108,244.12,1.6,13,4,2009,0,9,3.0
39430,0.128,0.0,241.48,0.6,23,8,2007,1,12,0.0
39431,0.522,0.386,239.53,3.4,26,6,2009,16,41,1.0
39432,0.486,0.206,239.84,2.2,24,9,2008,1,35,0.0
39433,0.32,0.214,240.51,1.6,30,7,2010,10,58,1.0
39434,0.426,0.218,245.05,1.8,22,10,2008,0,24,0.0
39435,0.554,0.088,239.2,2.6,10,6,2008,19,1,2.0
39436,1.778,0.21,237.86,7.4,10,8,2007,8,7,18.0
39437,0.38,0.104,243.31,1.6,11,4,2007,23,19,0.0
39438,0.418,0.14,244.07,1.8,1,2,2010,16,30,1.0
39439,1.278,0.054,239.64,5.2,15,9,2010,18,25,19.0
39440,0.232,0.0,241.44,1.0,23,5,2009,1,12,1.0
39441,0.654,0.188,240.27,2.8,29,6,2010,18,40,1.0
39442,0.316,0.0,245.43,1.4,4,1,2009,16,45,0.0
39443,2.392,0.078,239.29,10.0,22,10,2007,6,51,18.0
39444,0.31,0.094,240.17,1.4,23,4,2010,21,32,2.0
39445,1.32,0.052,236.56,5.6,15,10,2007,11,56,17.0
39446,1.356,0.0,239.79,5.6,2,1,2007,22,17,18.0
39447,0.214,0.0,240.17,0.8,4,12,2007,13,48,0.0
39448,1.666,0.144,236.99,7.0,31,1,2008,8,51,20.0
39449,1.516,0.176,239.09,6.6,25,5,2008,18,41,18.0
39450,0.382,0.05,241.45,1.6,13,12,2008,11,49,0.0
39451,0.278,0.224,242.21,1.4,7,7,2009,9,25,2.0
39452,0.32,0.074,243.35,1.4,24,10,2009,1,18,1.0
39453,0.938,0.21,246.67,4.0,29,4,2009,23,42,1.0
39454,2.684,0.128,235.31,11.8,19,11,2008,20,59,26.0
39455,2.832,0.194,239.21,11.8,23,12,2006,12,20,0.0
39456,2.294,0.31,235.36,9.8,29,6,2008,12,6,31.0
39457,0.208,0.134,242.04,1.0,25,8,2007,3,13,0.0
39458,1.222,0.07,235.39,5.2,25,10,2008,18,57,16.0
39459,0.362,0.254,239.72,1.8,26,5,2008,4,32,1.0
39460,1.638,0.33,233.38,7.0,1,5,2008,10,58,16.0
39461,0.234,0.116,240.95,1.0,9,10,2009,2,37,1.0
39462,1.384,0.064,239.58,5.8,10,8,2008,10,45,18.0
39463,0.38,0.176,232.85,1.8,6,4,2007,2,22,0.0
39464,2.012,0.396,239.55,8.4,9,1,2007,21,52,0.0
39465,0.806,0.228,241.21,3.4,5,10,2009,17,45,0.0
39466,0.506,0.25,239.51,2.4,15,7,2007,10,58,1.0
39467,0.254,0.256,241.44,1.4,13,8,2008,13,37,0.0
39468,0.442,0.248,245.46,2.0,25,2,2009,3,24,0.0
39469,0.336,0.122,246.31,1.4,11,1,2010,7,0,1.0
39470,0.36,0.1,242.55,1.6,1,2,2010,11,35,1.0
39471,0.2,0.124,236.39,1.0,8,12,2007,4,24,0.0
39472,0.25,0.0,239.83,1.0,10,6,2008,6,40,1.0
39473,0.434,0.17,240.67,2.2,13,6,2010,18,52,2.0
39474,0.232,0.0,245.69,1.0,15,12,2007,4,10,0.0
39475,0.188,0.156,242.26,1.0,27,8,2008,0,16,1.0
39476,1.236,0.0,239.94,5.0,20,8,2007,9,59,18.0
39478,0.398,0.16,243.57,1.8,10,3,2010,13,13,2.0
39479,2.836,0.186,239.1,11.8,11,4,2009,9,58,39.0
39480,4.85,0.268,237.19,20.6,18,12,2007,12,49,55.0
39481,1.208,0.078,241.14,5.2,15,9,2008,15,1,8.0
39482,1.282,0.082,240.62,5.2,9,6,2010,9,33,18.0
39483,1.954,0.098,237.83,8.2,10,1,2009,7,36,18.0
39484,1.498,0.208,249.44,6.0,22,12,2009,23,41,20.0
39485,0.254,0.0,247.08,1.0,1,5,2010,5,35,0.0
39486,0.776,0.14,238.41,3.4,7,9,2008,10,46,1.0
39487,0.272,0.0,246.0,1.0,20,10,2010,6,14,1.0
39488,1.512,0.086,238.45,6.4,2,5,2008,10,11,18.0
39489,0.348,0.134,246.46,1.4,26,3,2008,23,16,3.0
39490,0.25,0.078,246.65,1.0,12,7,2008,6,39,0.0
39491,0.08,0.0,239.54,0.2,8,10,2008,13,1,1.0
39492,0.402,0.234,243.25,1.8,11,12,2009,1,17,3.0
39493,1.57,0.286,241.31,6.6,10,11,2010,9,35,19.0
39494,0.338,0.24,240.58,1.6,7,10,2009,0,33,2.0
39495,1.884,0.14,240.92,8.2,4,7,2010,14,47,25.0
39496,0.898,0.0,243.08,3.6,2,9,2008,23,20,0.0
39497,0.374,0.162,248.05,1.6,28,12,2009,5,33,1.0
39498,0.238,0.094,239.42,1.0,13,5,2008,11,23,1.0
39499,1.872,0.0,237.26,7.8,10,2,2007,8,21,17.0
39500,0.102,0.0,235.68,0.4,31,7,2007,6,7,0.0
39501,1.918,0.0,240.24,8.0,29,1,2009,7,17,18.0
39502,3.14,0.42,236.45,13.4,10,10,2008,10,26,18.0
39503,0.328,0.242,241.78,1.6,30,5,2008,5,35,2.0
39504,1.394,0.172,231.96,6.0,5,3,2010,9,7,18.0
39505,1.802,0.0,237.52,7.6,3,12,2008,21,4,0.0
39506,0.28,0.0,238.34,1.2,17,2,2007,18,2,0.0
39507,2.61,0.328,234.91,11.2,10,4,2007,19,54,17.0
39508,0.226,0.0,243.35,1.0,3,12,2008,6,39,0.0
39509,1.956,0.1,241.53,8.0,11,4,2010,7,35,19.0
39510,1.276,0.0,237.67,5.2,29,1,2007,13,5,18.0
39512,0.318,0.0,242.57,1.4,17,4,2009,11,53,1.0
39513,0.49,0.324,241.69,2.4,10,6,2009,15,52,2.0
39514,0.288,0.0,245.53,1.2,4,2,2010,6,24,1.0
39515,1.392,0.056,238.51,5.8,13,9,2010,7,59,19.0
39516,1.048,0.25,242.34,4.4,12,8,2007,16,31,1.0
39517,1.274,0.12,238.62,5.2,23,8,2007,2,59,18.0
39518,1.598,0.164,237.57,6.6,27,2,2010,19,37,19.0
39519,0.364,0.218,243.59,1.8,6,5,2010,20,51,1.0
39520,2.516,0.06,236.27,10.6,3,12,2008,19,15,1.0
39521,0.312,0.144,240.06,1.4,18,1,2007,13,20,0.0
39522,1.418,0.184,237.59,6.0,21,11,2009,13,42,18.0
39523,1.214,0.0,236.85,5.2,16,10,2008,21,44,1.0
39524,0.12,0.0,237.66,0.6,9,6,2007,14,5,0.0
39525,3.798,0.0,233.67,16.2,28,9,2007,8,57,53.0
39526,0.742,0.092,243.4,3.0,1,6,2009,21,43,0.0
39527,0.474,0.162,238.84,2.2,16,9,2007,16,43,0.0
39528,0.11,0.0,241.74,0.4,30,8,2007,4,16,0.0
39529,3.572,0.202,230.99,15.4,19,2,2007,19,33,16.0
39530,1.852,0.228,235.65,8.0,11,9,2007,14,35,20.0
39531,0.218,0.098,239.93,1.0,8,2,2008,7,35,0.0
39532,2.286,0.314,236.62,9.6,28,1,2007,12,23,20.0
39533,0.41,0.222,238.83,1.8,28,4,2008,5,18,2.0
39534,0.536,0.068,241.13,2.2,12,12,2007,10,45,0.0
39535,0.66,0.092,243.66,2.8,26,1,2008,1,2,0.0
39536,0.254,0.0,242.19,1.0,10,10,2008,2,0,1.0
39537,3.466,0.334,232.6,15.0,12,1,2009,8,4,30.0
39538,1.868,0.09,238.3,7.8,1,4,2008,8,4,19.0
39539,0.514,0.082,243.33,2.2,16,4,2008,15,37,1.0
39540,0.908,0.288,236.2,4.0,14,11,2010,13,29,1.0
39541,0.252,0.0,240.33,1.0,27,4,2008,5,13,1.0
39542,2.308,0.19,238.16,9.6,4,7,2009,7,40,17.0
39543,0.402,0.188,243.14,1.8,20,10,2010,13,43,2.0
39544,0.2,0.1,240.46,0.8,13,7,2009,14,29,1.0
39545,0.662,0.382,243.73,3.2,21,9,2008,17,49,2.0
39546,1.238,0.074,235.09,5.2,28,6,2007,12,15,17.0
39547,0.304,0.088,243.49,1.2,17,11,2007,5,38,2.0
39548,0.164,0.062,243.36,0.8,9,10,2010,4,43,0.0
39549,0.434,0.246,241.55,2.0,22,5,2009,6,38,2.0
39550,0.406,0.128,244.17,1.8,4,8,2009,3,2,1.0
39551,0.342,0.07,240.83,1.4,5,7,2010,6,10,0.0
39552,5.924,0.0,234.51,25.2,20,12,2006,8,6,55.0
39553,0.692,0.226,243.04,3.0,27,1,2009,13,23,0.0
39554,1.694,0.47,231.91,7.6,5,6,2007,20,48,18.0
39555,0.298,0.146,245.7,1.4,27,12,2006,14,20,0.0
39556,2.336,0.072,238.86,9.8,25,1,2010,20,58,18.0
39557,0.306,0.08,243.69,1.2,29,5,2009,13,12,0.0
39558,0.216,0.0,243.75,0.8,23,3,2007,11,40,0.0
39559,0.208,0.0,240.61,0.8,3,7,2007,5,22,0.0
39560,0.372,0.088,240.84,1.6,4,11,2010,18,15,2.0
39561,1.766,0.212,240.23,7.4,4,4,2009,18,19,19.0
39562,0.344,0.106,243.95,1.4,30,4,2010,20,42,1.0
39563,1.426,0.102,236.43,6.0,18,5,2007,7,37,18.0
39564,1.262,0.194,237.33,5.4,9,5,2007,2,49,19.0
39565,0.3,0.138,243.85,1.4,16,5,2008,23,13,1.0
39566,1.226,0.094,243.22,5.0,1,5,2010,20,39,0.0
39567,0.946,0.498,241.29,4.4,26,6,2007,21,19,2.0
39568,0.432,0.26,245.0,2.0,28,1,2007,3,58,1.0
39569,1.3,0.206,239.74,5.4,7,5,2008,13,2,20.0
39570,2.93,0.0,239.0,12.2,18,2,2008,20,59,18.0
39571,0.468,0.334,243.03,2.2,4,7,2010,18,16,2.0
39572,0.276,0.088,234.72,1.2,15,9,2009,16,11,3.0
39573,0.33,0.234,238.36,1.6,17,6,2008,2,17,1.0
39574,1.522,0.404,241.74,6.4,25,3,2010,19,41,2.0
39575,1.554,0.218,239.76,6.4,5,5,2008,7,52,20.0
39576,0.278,0.08,241.89,1.2,11,3,2007,22,48,0.0
39577,0.376,0.084,245.24,1.6,24,11,2007,2,26,0.0
39578,0.324,0.0,247.66,1.4,11,2,2010,8,30,1.0
39579,0.324,0.088,240.81,1.4,22,4,2008,10,48,0.0
39580,1.628,0.078,244.79,6.6,20,10,2007,15,40,18.0
39581,2.002,0.212,245.07,8.2,12,10,2009,16,53,29.0
39582,1.574,0.096,243.45,6.4,12,4,2009,22,10,1.0
39583,0.514,0.0,242.21,2.0,3,3,2008,22,44,0.0
39584,0.22,0.082,239.8,1.0,23,7,2008,3,57,0.0
39585,1.032,0.292,241.96,4.4,30,3,2010,19,35,1.0
39586,1.94,0.156,238.89,8.0,3,12,2009,8,23,18.0
39587,0.126,0.084,243.31,0.6,22,8,2008,22,32,1.0
39588,0.33,0.078,241.23,1.4,11,9,2010,1,18,2.0
39589,0.436,0.066,243.85,1.8,16,4,2010,20,11,3.0
39590,1.486,0.174,240.84,6.2,10,6,2010,10,37,20.0
39591,0.312,0.054,242.06,1.6,16,2,2007,14,23,0.0
39592,1.416,0.0,245.49,5.8,1,5,2010,11,30,19.0
39593,2.626,0.182,240.69,11.0,24,1,2009,8,41,20.0
39594,0.082,0.0,242.23,0.2,24,8,2008,8,18,0.0
39595,0.504,0.196,242.13,2.2,24,6,2009,17,30,0.0
39596,1.4,0.064,238.72,5.8,10,5,2007,13,55,17.0
39597,0.314,0.136,242.48,1.4,18,1,2007,5,10,0.0
39598,1.06,0.37,240.81,4.6,8,12,2009,16,39,13.0
39599,3.142,0.098,239.88,13.0,19,1,2009,20,57,21.0
39600,0.286,0.102,236.36,1.2,6,5,2008,2,36,0.0
39601,1.466,0.2,239.5,6.0,24,4,2008,8,37,18.0
39602,0.2,0.102,238.88,1.0,28,7,2007,6,17,0.0
39603,0.288,0.0,242.83,1.2,28,1,2009,1,42,1.0
39604,1.666,0.18,242.01,7.4,20,10,2007,9,22,18.0
39605,3.126,0.076,235.65,13.2,10,8,2007,21,19,17.0
39606,0.482,0.182,239.81,2.0,19,2,2009,1,54,0.0
39607,0.472,0.0,250.68,2.2,29,10,2010,13,9,0.0
39608,0.34,0.126,247.18,1.4,11,11,2009,4,47,2.0
39609,0.916,0.0,239.69,3.8,15,8,2010,20,51,1.0
39610,0.578,0.058,236.38,2.4,10,5,2008,2,52,0.0
39611,0.224,0.094,236.17,1.0,8,11,2010,9,56,2.0
39612,0.676,0.074,244.96,2.8,24,11,2008,23,56,0.0
39613,0.31,0.0,241.2,1.4,5,1,2010,19,50,0.0
39614,1.456,0.17,237.85,6.2,17,11,2010,8,21,19.0
39615,0.248,0.0,240.61,1.0,10,9,2007,0,3,0.0
39616,0.32,0.06,241.38,1.4,14,2,2008,14,22,0.0
39617,1.664,0.046,241.81,7.0,18,11,2008,22,57,17.0
39619,0.232,0.0,238.47,1.0,23,2,2007,21,27,0.0
39620,1.27,0.094,238.94,5.2,5,3,2007,23,51,17.0
39621,1.54,0.0,236.64,6.4,22,5,2010,21,30,18.0
39622,4.132,0.21,236.92,17.4,15,6,2007,0,14,66.0
39623,0.3,0.252,243.97,1.6,27,9,2009,8,18,2.0
39624,2.004,0.198,236.64,8.4,10,1,2009,20,1,20.0
39625,0.248,0.092,236.66,1.0,9,4,2008,17,36,1.0
39626,1.86,0.174,242.15,7.6,1,7,2009,6,55,19.0
39627,0.216,0.0,241.2,0.8,24,2,2007,13,56,0.0
39628,1.406,0.046,242.59,5.8,16,4,2010,16,37,19.0
39629,0.15,0.0,243.32,0.6,18,8,2009,7,1,1.0
39630,0.334,0.102,243.82,1.4,27,3,2008,1,36,0.0
39631,0.214,0.0,240.61,0.8,25,2,2008,14,10,0.0
39632,0.242,0.1,238.88,1.0,23,7,2010,11,12,3.0
39633,0.34,0.056,243.83,1.4,22,11,2008,3,28,0.0
39634,2.524,0.062,236.69,10.8,3,12,2008,19,16,2.0
39635,0.312,0.102,241.22,1.4,25,3,2009,1,48,0.0
39636,1.424,0.0,239.64,5.8,22,3,2007,22,41,18.0
39637,0.322,0.112,244.93,1.4,18,3,2008,0,4,0.0
39638,1.258,0.0,241.29,5.2,29,5,2009,22,50,1.0
39639,0.426,0.346,242.46,2.2,15,7,2010,11,42,1.0
39640,0.304,0.074,236.43,1.2,30,5,2007,5,16,0.0
39641,0.244,0.0,244.21,1.0,22,11,2009,3,16,1.0
39642,0.392,0.222,245.04,1.8,23,11,2010,4,40,1.0
39643,2.48,0.344,237.55,11.4,13,9,2010,19,43,29.0
39644,1.434,0.174,240.94,6.0,23,5,2009,14,0,9.0
39645,0.252,0.0,242.32,1.0,19,2,2008,5,29,0.0
39646,1.658,0.078,241.42,6.8,24,3,2007,14,48,20.0
39647,0.496,0.25,248.23,2.2,1,3,2010,23,17,1.0
39649,1.094,0.314,239.52,5.0,20,6,2010,9,13,10.0
39650,0.266,0.0,244.23,1.0,30,4,2010,1,43,1.0
39651,2.9,0.396,237.27,12.2,12,1,2007,19,10,19.0
39652,0.278,0.088,248.73,1.2,24,12,2009,1,26,0.0
39653,0.762,0.116,241.78,3.2,13,6,2010,22,42,2.0
39654,0.212,0.09,237.52,1.0,21,7,2007,6,6,0.0
39655,0.432,0.294,234.92,2.2,6,4,2007,5,19,1.0
39656,0.772,0.06,237.96,3.2,29,10,2008,20,38,0.0
39657,0.242,0.0,243.63,1.0,30,4,2010,6,14,0.0
39658,0.196,0.118,234.75,1.0,8,10,2007,5,21,0.0
39659,0.31,0.062,242.36,1.2,18,2,2009,6,36,0.0
39660,0.316,0.204,239.41,1.6,8,1,2010,22,36,2.0
39661,0.336,0.21,239.94,1.6,7,11,2010,3,17,2.0
39662,1.774,0.198,240.85,7.4,13,4,2009,20,5,19.0
39663,1.468,0.302,238.29,6.2,24,8,2010,6,6,19.0
39664,0.256,0.078,242.73,1.2,14,7,2007,9,25,0.0
39665,0.262,0.0,246.83,1.0,21,4,2008,15,11,1.0
39666,1.886,0.0,240.59,7.8,23,11,2009,22,41,18.0
39667,2.374,0.286,240.71,9.8,30,12,2009,10,55,18.0
39668,1.44,0.078,245.09,5.8,12,9,2008,2,33,19.0
39669,2.212,0.226,242.73,9.0,15,4,2010,22,17,0.0
39670,1.408,0.076,239.52,5.8,30,10,2009,9,1,18.0
39671,0.27,0.104,241.24,1.2,25,8,2010,14,28,0.0
39672,1.942,0.0,237.44,8.2,21,8,2007,21,34,18.0
39673,0.22,0.0,238.98,1.0,15,3,2008,1,14,0.0
39674,0.418,0.066,242.65,1.8,24,6,2007,22,49,0.0
39675,0.296,0.104,244.15,1.2,14,2,2007,1,2,0.0
39676,0.204,0.094,237.39,1.0,28,7,2007,2,3,0.0
39677,0.604,0.0,241.55,2.6,6,3,2009,23,19,0.0
39678,0.312,0.1,245.22,1.2,3,8,2009,6,52,0.0
39679,0.346,0.218,242.3,1.6,7,12,2010,19,21,3.0
39680,1.408,0.074,237.85,5.8,4,4,2009,19,14,18.0
39681,0.236,0.092,242.0,1.0,13,8,2010,4,49,1.0
